key	source	title	category	license	url
brehe-s-grammar-anatomy	Open Textbook Library	Brehe’s Grammar Anatomy		CC BY-SA	https://open.umn.edu/opentextbooks/formats/1218
human-development	Open Textbook Library	Human Development		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2657
calculus-volume-2	Open Textbook Library	Calculus Volume 2		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/528
supporting-technology-integration-for-school-leaders	Open Textbook Library	Supporting Technology Integration for School Leaders		CC BY-NC	https://open.umn.edu/opentextbooks/formats/3274
beginning-japanese-for-professionals-book-2	Open Textbook Library	Beginning Japanese for Professionals: Book 2		CC BY-NC	https://open.umn.edu/opentextbooks/formats/758
a-first-course-in-linear-algebra	Open Textbook Library	A First Course in Linear Algebra		Free Documentation License (GNU)	https://open.umn.edu/opentextbooks/formats/144
sound-reasoning	Open Textbook Library	Sound Reasoning		CC BY	https://open.umn.edu/opentextbooks/formats/964
a-grammar-of-pite-saami	Open Textbook Library	A grammar of Pite Saami		CC BY	https://open.umn.edu/opentextbooks/formats/1142
java-java-java-object-oriented-problem-solving	Open Textbook Library	Java, Java, Java: Object-Oriented Problem Solving		CC BY	https://open.umn.edu/opentextbooks/formats/659
tacitus-annals-15-20-23-33-45-latin-text-study-aids-with-vocabulary-and-commentary	Open Textbook Library	Tacitus, Annals, 15.20­-23, 33­-45. Latin Text, Study Aids with Vocabulary, and Commentary		CC BY	https://open.umn.edu/opentextbooks/formats/716
project-management-from-simple-to-complex	Open Textbook Library	Project Management from Simple to Complex		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2278
media-innovation-and-entrepreneurship	Open Textbook Library	Media Innovation and Entrepreneurship		CC BY	https://open.umn.edu/opentextbooks/formats/915
how-we-got-from-there-to-here-a-story-of-real-analysis	Open Textbook Library	How We Got from There to Here: A Story of Real Analysis		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/187
prose-fiction-an-introduction-to-the-semiotics-of-narrative	Open Textbook Library	Prose Fiction: An Introduction to the Semiotics of Narrative		CC BY	https://open.umn.edu/opentextbooks/formats/1435
inferring-and-explaining	Open Textbook Library	Inferring and Explaining		CC BY	https://open.umn.edu/opentextbooks/formats/1139
efficacious-technology-management-a-guide-for-school-leaders	Open Textbook Library	Efficacious Technology Management: A Guide for School Leaders		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/854
corporate-governance-2014	Open Textbook Library	Corporate Governance		CC BY	https://open.umn.edu/opentextbooks/formats/976
legal-aspects-of-corporate-management-and-finance	Open Textbook Library	Legal Aspects of Corporate Management and Finance		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/322
child-growth-and-development	Open Textbook Library	Child Growth and Development		CC BY	https://open.umn.edu/opentextbooks/formats/1279
dredging-engineering-special-topics	Open Textbook Library	Dredging Engineering: Special Topics		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1278
manufacturing-processes-4-5	Open Textbook Library	Manufacturing Processes 4-5		CC BY	https://open.umn.edu/opentextbooks/formats/1109
nature-of-geographic-information-systems	Open Textbook Library	Nature of Geographic Information Systems		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/555
environmental-biology	Open Textbook Library	Environmental Biology		CC BY	https://open.umn.edu/opentextbooks/formats/1185
child-family-and-community	Open Textbook Library	Child, Family, and Community		CC BY	https://open.umn.edu/opentextbooks/formats/1376
graduate-research-methods-in-social-work	Open Textbook Library	Graduate research methods in social work		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2558
drugs-quality-control-theoretical-foundation-and-practical-application-the-coursebook	Open Textbook Library	Drugs quality control (Theoretical foundation and practical application): The Coursebook		CC BY-SA	https://open.umn.edu/opentextbooks/formats/1312
writing-programs-worldwide-profiles-of-academic-writing-in-many-places	Open Textbook Library	Writing Programs Worldwide: Profiles of Academic Writing in Many Places		CC BY-NC-ND	https://open.umn.edu/opentextbooks/formats/372
calculus-based-physics-i	Open Textbook Library	Calculus-Based Physics I		CC BY-SA	https://open.umn.edu/opentextbooks/formats/755
elementary-differential-equations-with-boundary-value-problems	Open Textbook Library	Elementary Differential Equations with Boundary Value Problems		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/72
properties-and-behavior-of-soil-online-lab-manual	Open Textbook Library	Properties and Behavior of Soil – Online Lab Manual		CC BY-NC	https://open.umn.edu/opentextbooks/formats/2975
electromagnetics-vol-1	Open Textbook Library	Electromagnetics Vol 1		CC BY-SA	https://open.umn.edu/opentextbooks/formats/1027
general-psychology-for-honors-students	Open Textbook Library	General Psychology for Honors Students		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1823
technical-and-professional-writing-genres-study	Open Textbook Library	Technical and Professional Writing Genres: A Study in Theory and Practice		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2648
six-ways-of-being-religious	Open Textbook Library	Six Ways of Being Religious		CC BY-NC	https://open.umn.edu/opentextbooks/formats/853
yo-puedo-para-empezar	Open Textbook Library	Yo puedo: para empezar		CC BY-NC	https://open.umn.edu/opentextbooks/formats/2514
physical-geology	Open Textbook Library	Physical Geology		CC BY	https://open.umn.edu/opentextbooks/formats/366
introduction-to-tourism-and-hospitality-in-bc	Open Textbook Library	Introduction to Tourism and Hospitality in BC		CC BY	https://open.umn.edu/opentextbooks/formats/602
economics-theory-through-applications	Open Textbook Library	Economics – Theory Through Applications		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/244
elementary-abstract-algebra-examples-and-applications-hill	Open Textbook Library	Elementary Abstract Algebra: Examples and Applications		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1490
operating-systems-and-middleware-supporting-controlled-interaction	Open Textbook Library	Operating Systems and Middleware: Supporting Controlled Interaction		CC BY-SA	https://open.umn.edu/opentextbooks/formats/33
introduction-to-business	Open Textbook Library	Introduction to Business		CC BY	https://open.umn.edu/opentextbooks/formats/1049
relativity-lite	Open Textbook Library	Relativity Lite: A Pictorial Translation of Einstein’s Theories of Motion and Gravity		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1786
recentering-psych-stats	Open Textbook Library	ReCentering Psych Stats		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3734
interpreting-love-narratives-in-east-asian-literature-and-film	Open Textbook Library	Interpreting Love Narratives in East Asian Literature and Film		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1305
think-java-how-to-think-like-a-computer-scientist	Open Textbook Library	Think Java: How To Think Like a Computer Scientist - 2e		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/331
conventions-101-a-functional-approach-to-teaching-and-assessing-grammar-and-punctuation	Open Textbook Library	Conventions 101: A Functional Approach to Teaching (And Assessing!) Grammar and Punctuation		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1626
microbiology-for-allied-health-students	Open Textbook Library	Microbiology for Allied Health Students		CC BY	https://open.umn.edu/opentextbooks/formats/897
fundamental-methods-of-logic	Open Textbook Library	Fundamental Methods of Logic		CC BY	https://open.umn.edu/opentextbooks/formats/805
american-government	Open Textbook Library	American Government - 3e		CC BY	https://open.umn.edu/opentextbooks/formats/493
tree-steward-manual	Open Textbook Library	Tree Steward Manual		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2643
leading-with-cultural-intelligence	Open Textbook Library	Leading with Cultural Intelligence		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/278
communication-affect-learning-in-the-classroom	Open Textbook Library	Communication, Affect, & Learning in the Classroom - 4th Edition		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1429
technical-writing-slcc	Open Textbook Library	Technical Writing @ SLCC		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1824
guide-to-byzantine-art	Open Textbook Library	Guide to Byzantine Art		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2611
introduction-to-the-modeling-and-analysis-of-complex-systems	Open Textbook Library	Introduction to the Modeling and Analysis of Complex Systems		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/176
writing-in-college-from-competence-to-excellence	Open Textbook Library	Writing In College: From Competence to Excellence		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/198
principles-of-macroeconomics-2014	Open Textbook Library	Principles of Macroeconomics - 3e		CC BY	https://open.umn.edu/opentextbooks/formats/559
a-history-of-the-middle-east	Open Textbook Library	A History of the Middle East 1.01		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3610
clicabrasil-portuguese-language-and-culture-for-intermediate-students	Open Textbook Library	ClicaBrasil: Portuguese Language and Culture for Intermediate Students		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1310
guide-to-ancient-aegean-art-ezra	Open Textbook Library	Guide to Ancient Aegean Art		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1453
biochemistry-free-for-all-ahern	Open Textbook Library	Biochemistry: Free For All		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1517
cells-molecules-and-mechanisms	Open Textbook Library	Cells: Molecules and Mechanisms		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/938
how-to-think-like-a-computer-scientist-c-version	Open Textbook Library	How to Think Like a Computer Scientist: C++ Version		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1066
voy-en-camino	Open Textbook Library	¡Voy en camino!		CC BY-NC	https://open.umn.edu/opentextbooks/formats/3740
trayectos-1-mi-vida-en-la-universidad-1	Open Textbook Library	Trayectos 1: Mi vida en la universidad 1		CC BY-SA	https://open.umn.edu/opentextbooks/formats/3528
le-litteraire-dans-le-quotidien	Open Textbook Library	Le Littéraire dans le quotidien		CC BY	https://open.umn.edu/opentextbooks/formats/224
yorubaye-mi	Open Textbook Library	Yorùbá Yé Mi		CC BY-NC-ND	https://open.umn.edu/opentextbooks/formats/201
open-data-structures-an-introduction	Open Textbook Library	Open Data Structures: An Introduction		CC BY-NC-ND	https://open.umn.edu/opentextbooks/formats/723
evidence-rape-shield-rule	Open Textbook Library	Evidence: Rape Shield Rule		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/586
teaching-crowds-learning-and-social-media	Open Textbook Library	Teaching Crowds: Learning and Social Media		CC BY-NC-ND	https://open.umn.edu/opentextbooks/formats/446
the-spec-ui-framework	Open Textbook Library	The Spec UI framework		CC BY-SA	https://open.umn.edu/opentextbooks/formats/782
deep-into-pharo	Open Textbook Library	Deep into Pharo		CC BY-SA	https://open.umn.edu/opentextbooks/formats/778
chemistry-of-cooking	Open Textbook Library	Chemistry of Cooking		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2914
college-esl-writers-applied-grammar-and-composing-strategies-for-success	Open Textbook Library	College ESL Writers: Applied Grammar and Composing Strategies for Success		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/898
implementing-a-one-address-cpu-in-logisim	Open Textbook Library	Implementing a One Address CPU in Logisim		CC BY	https://open.umn.edu/opentextbooks/formats/989
intermediate-college-writing-building-and-practicing-mindful-writing-skills	Open Textbook Library	Intermediate College Writing: Building and Practicing Mindful Writing Skills		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2986
an-introduction-to-african-and-afro-diasporic-peoples-and-influences-in-british-literature-and-culture-before-the-industrial-revolution	Open Textbook Library	An Introduction to African and Afro-Diasporic Peoples and Influences in British Literature and Culture before the Industrial Revolution		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2826
music-theory-for-the-21st-century-classroom	Open Textbook Library	Music Theory for the 21st-Century Classroom		Free Documentation License (GNU)	https://open.umn.edu/opentextbooks/formats/2493
introduction-to-financial-mathematics-concepts-and-computational-methods	Open Textbook Library	Introduction to Financial Mathematics Concepts and Computational Methods		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1277
introduction-to-climate-science-1st-edition-schmittner	Open Textbook Library	Introduction to Climate Science - 1st Edition		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1508
principles-of-marketing	Open Textbook Library	Principles of Marketing		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1718
transactional-drafting-introduction-to-contract-drafting-and-transactional-practice	Open Textbook Library	Transactional Drafting: Introduction to Contract Drafting and Transactional Practice		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3222
rhetoric-matters-a-guide-to-success-in-the-first-year-writing-class	Open Textbook Library	Rhetoric Matters: A Guide to Success in the First Year Writing Class		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3377
wellbeing-freedom-and-social-justice-the-capability-approach-re-examined	Open Textbook Library	Wellbeing, Freedom and Social Justice: The Capability Approach Re-Examined		CC BY	https://open.umn.edu/opentextbooks/formats/875
introduction-to-the-nonprofit-sector	Open Textbook Library	Introduction to the Nonprofit Sector		CC BY-NC	https://open.umn.edu/opentextbooks/formats/3184
united-states-copyright-law	Open Textbook Library	United States Copyright Law		CC BY-SA	https://open.umn.edu/opentextbooks/formats/97
aviation-maintenance-technician-handbook-general-faa-h-8083-30b	Open Textbook Library	Aviation Maintenance Technician Handbook – General (FAA-H-8083-30B)		CC0	https://open.umn.edu/opentextbooks/formats/3698
research-methods-in-psychology-new-zealand-edition	Open Textbook Library	Research Methods in Psychology - New Zealand Edition		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1137
university-101-study-strategize-and-succeed	Open Textbook Library	University 101: Study, Strategize and Succeed		CC BY-SA	https://open.umn.edu/opentextbooks/formats/1769
linear-algebra-with-applications	Open Textbook Library	Linear Algebra with Applications		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/994
introduction-to-physical-oceanography	Open Textbook Library	Introduction to Physical Oceanography		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/304
pharo-by-example-5-0	Open Textbook Library	Pharo by Example 5.0		CC BY-SA	https://open.umn.edu/opentextbooks/formats/776
naming-the-unnameable-an-approach-to-poetry-for-new-generations	Open Textbook Library	Naming the Unnameable: An Approach to Poetry for New Generations		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/850
university-physics-i-classical-mechanics	Open Textbook Library	University Physics I: Classical Mechanics		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1315
exploring-business	Open Textbook Library	Exploring Business		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1639
building-with-nature-beyond-principles-for-designing-nature-based-engineering-solutions	Open Textbook Library	Building with Nature & Beyond: Principles for designing nature based engineering solutions		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2772
la-politica-petrolera-en-el-gobierno-de-la-revolucion-ciudadana-el-caso-del-campo-sacha	Open Textbook Library	La política petrolera en el gobierno de la revolución ciudadana: El caso del Campo Sacha		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2902
a-first-course-in-linear-algebra-2017	Open Textbook Library	A First Course in Linear Algebra		CC BY	https://open.umn.edu/opentextbooks/formats/689
federal-rules-of-bankruptcy-procedure	Open Textbook Library	Federal Rules of Bankruptcy Procedure		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/591
individual-and-family-development-health-and-well-being	Open Textbook Library	Individual and Family Development, Health, and Well-being		CC BY-SA	https://open.umn.edu/opentextbooks/formats/3078
the-joy-of-cryptography	Open Textbook Library	The Joy of Cryptography		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1590
introductory-chemistry	Open Textbook Library	Introductory Chemistry		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/272
analytical-chemistry-2-1	Open Textbook Library	Analytical Chemistry 2.1		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/734
united-states-patent-law	Open Textbook Library	United States Patent Law		CC BY-SA	https://open.umn.edu/opentextbooks/formats/98
a-dam-good-argument	Open Textbook Library	A Dam Good Argument - 1st Edition		CC BY	https://open.umn.edu/opentextbooks/formats/3144
the-american-lgbtq-rights-movement-an-introduction	Open Textbook Library	The American LGBTQ Rights Movement: An Introduction		CC BY-SA	https://open.umn.edu/opentextbooks/formats/1821
history-in-the-making-a-history-of-the-people-of-the-united-states-of-america-to-1877	Open Textbook Library	History in the Making: A History of the People of the United States of America to 1877 - 1		CC BY-SA	https://open.umn.edu/opentextbooks/formats/455
electronic-commerce-the-strategic-perspective	Open Textbook Library	Electronic Commerce: The Strategic Perspective		CC BY	https://open.umn.edu/opentextbooks/formats/858
bad-ideas-about-writing	Open Textbook Library	Bad Ideas About Writing		CC BY	https://open.umn.edu/opentextbooks/formats/1364
ovid-metamorphoses-3-511-733-latin-text-with-commentary	Open Textbook Library	Ovid, Metamorphoses, 3.511-733. Latin Text with Commentary		CC BY	https://open.umn.edu/opentextbooks/formats/702
a-brief-introduction-to-engineering-computation-with-matlab	Open Textbook Library	A Brief Introduction to Engineering Computation with MATLAB		CC BY	https://open.umn.edu/opentextbooks/formats/926
introduction-to-programming-using-java-seventh-edition	Open Textbook Library	Introduction to Programming Using Java - Eighth Edition		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/503
essentials-of-linguistics	Open Textbook Library	Essentials of Linguistics, 2nd Edition - 2nd Edition		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1013
mathematical-analysis-i	Open Textbook Library	Mathematical Analysis I		CC BY	https://open.umn.edu/opentextbooks/formats/1266
america-the-user-s-manual	Open Textbook Library	America: The User’s Manual - Third Edition		CC BY-NC	https://open.umn.edu/opentextbooks/formats/2757
literature-the-humanities-and-humanity	Open Textbook Library	Literature, the Humanities, and Humanity		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/183
tea-time-linear-algebra-explorations-in-mathematics	Open Textbook Library	Tea Time Linear Algebra Explorations in Mathematics - 2nd Edition		CC BY-SA	https://open.umn.edu/opentextbooks/formats/3048
college-success	Open Textbook Library	College Success		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1622
enterprise-pharo-a-web-perspective	Open Textbook Library	Enterprise Pharo a Web Perspective		CC BY-SA	https://open.umn.edu/opentextbooks/formats/783
grammatical-theory-from-transformational-grammar-to-constraint-based-approaches	Open Textbook Library	Grammatical theory: From transformational grammar to constraint-based approaches		CC BY	https://open.umn.edu/opentextbooks/formats/1381
doing-research	Open Textbook Library	Doing Research		CC BY	https://open.umn.edu/opentextbooks/formats/1776
nursing-pharmacology	Open Textbook Library	Nursing Pharmacology		CC BY	https://open.umn.edu/opentextbooks/formats/1531
transitions-to-professional-nursing-practice-2nd-edition	Open Textbook Library	Transitions to Professional Nursing Practice - 2nd Edition		CC BY	https://open.umn.edu/opentextbooks/formats/1792
british-columbia-in-a-global-context	Open Textbook Library	British Columbia in a Global Context		CC BY	https://open.umn.edu/opentextbooks/formats/600
exploring-the-u-s-healthcare-system	Open Textbook Library	Exploring the U.S. Healthcare System		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3673
policy-analysis-of-multi-actor-system	Open Textbook Library	Policy Analysis of Multi-Actor System - Second Edition		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3108
education-for-a-digital-world-advice-guidelines-and-effective-practice-from-around-globe	Open Textbook Library	Education for a Digital World: Advice, Guidelines and Effective Practice from Around Globe		CC BY-SA	https://open.umn.edu/opentextbooks/formats/447
introductory-business-statistics-2017	Open Textbook Library	Introductory Business Statistics		CC BY	https://open.umn.edu/opentextbooks/formats/1025
an-introduction-to-computer-networks	Open Textbook Library	An Introduction to Computer Networks - Second Edition		CC BY-NC-ND	https://open.umn.edu/opentextbooks/formats/511
spunti-italiano-elementare-1	Open Textbook Library	Spunti: Italiano elementare 1		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1386
small-business-management-in-the-21st-century	Open Textbook Library	Small Business Management in the 21st Century		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/298
native-peoples-of-north-america	Open Textbook Library	Native Peoples of North America		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/185
reading-the-bible-as-literature-a-journey	Open Textbook Library	Reading the Bible as Literature: A Journey		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3052
write-here-right-now-an-interactive-introduction-to-academic-writing-and-research	Open Textbook Library	Write Here, Right Now: An Interactive Introduction to Academic Writing and Research		CC BY	https://open.umn.edu/opentextbooks/formats/1169
pulmonary-physiology-for-pre-clinical-students	Open Textbook Library	Pulmonary Physiology for Pre-Clinical Students		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2925
reframing-digital-humanities-conversations-with-digital-humanists	Open Textbook Library	Reframing Digital Humanities: Conversations with Digital Humanists		CC BY	https://open.umn.edu/opentextbooks/formats/3265
guide-to-ancient-etruscan-art-ezra	Open Textbook Library	Guide to Ancient Etruscan Art		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1454
principles-of-business-statistics	Open Textbook Library	Principles of Business Statistics		CC BY	https://open.umn.edu/opentextbooks/formats/468
database-design-2nd-edition	Open Textbook Library	Database Design - 2nd Edition		CC BY	https://open.umn.edu/opentextbooks/formats/523
contemporary-mathematics	Open Textbook Library	Contemporary Mathematics		CC BY	https://open.umn.edu/opentextbooks/formats/3540
compact-anthology-of-world-literature	Open Textbook Library	Compact Anthology of World Literature		CC BY-SA	https://open.umn.edu/opentextbooks/formats/773
statistical-inference-for-everyone	Open Textbook Library	Statistical Inference For Everyone		CC BY-SA	https://open.umn.edu/opentextbooks/formats/619
introduction-to-curriculum-for-early-childhood-education	Open Textbook Library	Introduction to Curriculum for Early Childhood Education		CC BY	https://open.umn.edu/opentextbooks/formats/1393
introductory-statistics-with-randomization-and-simulation-first-edition	Open Textbook Library	Introductory Statistics with Randomization and Simulation - First Edition		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/868
earth-space-and-environmental-science-explorations-with-arcgis-pro	Open Textbook Library	Earth, Space, and Environmental Science Explorations with ArcGIS Pro - Second Edition		CC BY	https://open.umn.edu/opentextbooks/formats/3288
intellectual-property-law-the-information-society-cases-and-materials	Open Textbook Library	Intellectual Property: Law & the Information Society—Cases and Materials		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/622
moving-pictures-an-introduction-to-cinema	Open Textbook Library	Moving Pictures:  An Introduction to Cinema		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1456
organizational-behavior-2019	Open Textbook Library	Organizational Behavior		CC BY	https://open.umn.edu/opentextbooks/formats/1303
mathematics-for-elementary-teachers	Open Textbook Library	Mathematics for Elementary Teachers		CC BY-SA	https://open.umn.edu/opentextbooks/formats/921
introduction-to-human-sexuality	Open Textbook Library	Introduction to Human Sexuality		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3174
introduction-to-intellectual-property	Open Textbook Library	Introduction to Intellectual Property		CC BY	https://open.umn.edu/opentextbooks/formats/3358
fundamentals-function-and-form-theory-and-analysis-of-tonal-western-art-music	Open Textbook Library	Fundamentals, Function, and Form: Theory and Analysis of Tonal Western Art Music		CC BY-NC	https://open.umn.edu/opentextbooks/formats/2568
teaching-autoethnography-personal-writing-in-the-classroom	Open Textbook Library	Teaching Autoethnography: Personal Writing in the Classroom		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/346
a-grammar-of-palula	Open Textbook Library	A grammar of Palula		CC BY	https://open.umn.edu/opentextbooks/formats/1094
trigonometry-2018	Open Textbook Library	Trigonometry		Free Documentation License (GNU)	https://open.umn.edu/opentextbooks/formats/2709
international-relations-theory	Open Textbook Library	International Relations Theory		CC BY-NC	https://open.umn.edu/opentextbooks/formats/855
criminal-law	Open Textbook Library	Criminal Law		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1629
writing-for-success	Open Textbook Library	Writing for Success		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1733
teaching-low-brass-maxwell	Open Textbook Library	Teaching Low Brass		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1468
federal-rules-of-civil-procedure	Open Textbook Library	Federal Rules of Civil Procedure		CC BY-SA	https://open.umn.edu/opentextbooks/formats/727
the-power-of-selling	Open Textbook Library	The Power of Selling		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/290
sustaining-the-commons	Open Textbook Library	Sustaining the Commons		CC BY-NC-ND	https://open.umn.edu/opentextbooks/formats/522
people-learning-and-development	Open Textbook Library	People Learning and Development		CC BY-NC	https://open.umn.edu/opentextbooks/formats/3151
game-based-and-adaptive-learning-strategies	Open Textbook Library	Game Based and Adaptive Learning Strategies		CC BY-NC	https://open.umn.edu/opentextbooks/formats/3119
introducing-mathematical-biology	Open Textbook Library	Introducing Mathematical Biology		CC BY	https://open.umn.edu/opentextbooks/formats/3649
write-or-left	Open Textbook Library	Write or Left		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2791
informed-arguments-a-guide-to-writing-and-research-pantuso	Open Textbook Library	Informed Arguments:  A Guide to Writing and Research - Revised Second Edition		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1446
human-relations	Open Textbook Library	Human Relations		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/262
stand-up-speak-out-the-practice-and-ethics-of-public-speaking	Open Textbook Library	Stand up, Speak out: The Practice and Ethics of Public Speaking		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/529
answering-questions-with-data-introductory-statistics-for-psychology-students	Open Textbook Library	Answering questions with data: Introductory Statistics for Psychology Students		CC BY-SA	https://open.umn.edu/opentextbooks/formats/1255
introduction-to-philosophy	Open Textbook Library	Introduction to Philosophy		CC BY	https://open.umn.edu/opentextbooks/formats/3163
think-stats-probability-and-statistics-for-programmers	Open Textbook Library	Think Stats: Probability and Statistics for Programmers - 2e		CC BY-NC	https://open.umn.edu/opentextbooks/formats/336
trauma-informed-school-practices-building-expertise-to-transform-schools	Open Textbook Library	Trauma-Informed School Practices: Building Expertise To Transform Schools		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1359
elementary-algebra-2017	Open Textbook Library	Elementary Algebra		CC BY	https://open.umn.edu/opentextbooks/formats/610
part-qm-quantum-mechanics	Open Textbook Library	Part QM: Quantum Mechanics		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3148
public-health-ethics-global-cases-practice-and-context	Open Textbook Library	Public Health Ethics: Global Cases, Practice, and Context		CC BY-NC	https://open.umn.edu/opentextbooks/formats/790
mathematics-methods-for-early-childhood	Open Textbook Library	Mathematics Methods for Early Childhood		CC BY	https://open.umn.edu/opentextbooks/formats/2836
apex-precalculus	Open Textbook Library	APEX PreCalculus		CC BY-NC	https://open.umn.edu/opentextbooks/formats/1158
psychology-as-a-biological-science	Open Textbook Library	Psychology as a Biological Science		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/629
math-in-society	Open Textbook Library	Math in Society - Edition 2.5		CC BY-SA	https://open.umn.edu/opentextbooks/formats/87
principles-of-economics	Open Textbook Library	Principles of Economics		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1713
supporting-english-language-learners-in-first-year-college-composition	Open Textbook Library	Supporting English Language Learners in First-Year College Composition		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/3517
active-calculus-2-0	Open Textbook Library	Active Calculus 2.0		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/796
understanding-basic-music-theory-2013	Open Textbook Library	Understanding Basic Music Theory		CC BY	https://open.umn.edu/opentextbooks/formats/214
food-product-development-lab-manual	Open Textbook Library	Food Product Development Lab Manual		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/2592
the-international-journalism-handbook	Open Textbook Library	The International Journalism Handbook - 1st Ed.		CC BY-NC	https://open.umn.edu/opentextbooks/formats/3060
responsible-innovation-ethics-safety-and-technology	Open Textbook Library	Responsible Innovation: Ethics, Safety and Technology		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1363
introductory-chemistry-1st-canadian-edition	Open Textbook Library	Introductory Chemistry - 1st Canadian Edition		CC BY-NC-SA	https://open.umn.edu/opentextbooks/formats/1815
